Protocol,NumNodes,NodeSpeed,Source,Destination,PauseTime,AreaSize,TrafficType,PacketSize,TxRange,RxRange,SimTime,TrafficLoad,PDR,Throughput (kbps),AvgDelay (ms),LossRate,RoutingOverhead,PerformanceClass,EnergyUsed (J)
AODV,20,5,0,1,2,253,UDP,512,92,64,22,84,0.001,308.162,5.333,0.476,6,Low,361.335
AODV,20,15,0,1,1,293,UDP,768,51,67,18,45,0,0,0,0.977,1,Low,294.865
AODV,20,5,0,1,0,264,UDP,768,58,89,17,61,0.984,1483.724,1.241,0.016,5,High,279.709
AODV,20,1,0,1,0,207,UDP,512,69,67,25,36,0,0,0,0.989,1,Low,409.545
AODV,20,1,0,1,4,226,UDP,640,62,82,19,41,0.957,4294.438,2.687,0.043,13,High,313.934
AODV,20,20,0,1,5,283,UDP,512,55,88,21,41,0,0,0,0.987,1,Low,344.008
AODV,20,20,0,1,3,225,UDP,512,52,55,17,24,1,1030.216,0.265,0,1,High,279.012
AODV,20,5,0,1,5,273,UDP,768,99,87,15,87,0,0,0,0.972,1,Low,245.719
AODV,20,10,0,1,5,224,UDP,896,64,60,19,32,0.985,1212.184,1.739,0.014,5,High,313.217
AODV,20,5,0,1,3,255,UDP,640,79,59,21,20,0,0,0,0.984,1,Low,344.012
AODV,20,15,0,1,1,208,UDP,512,74,59,16,39,0,0,0,0.983,1,Low,262.109
AODV,20,15,0,1,0,289,UDP,512,78,83,19,53,1,1030.194,0.198,0,1,High,311.611
AODV,20,15,0,1,0,248,UDP,768,81,93,22,67,0,0,0,0.983,1,Low,360.391
AODV,20,15,0,1,3,210,UDP,768,69,56,24,49,0,0,0,0.983,1,Low,393.162
AODV,20,10,0,1,2,230,UDP,768,80,71,22,1,0,0,0,0.983,1,Low,360.396
AODV,20,15,0,1,3,212,UDP,896,87,94,25,99,1,1178.763,0.731,0,4,High,410.838
AODV,20,20,0,1,4,261,UDP,768,74,74,20,85,0,0,0,0.979,1,Low,327.631
AODV,20,15,0,1,3,261,UDP,640,63,99,16,15,0,0,0,0.978,1,Low,262.103
AODV,20,1,0,1,3,222,UDP,640,51,61,22,14,1,1019.522,0.397,0,1,High,361.028
AODV,20,20,0,1,0,240,UDP,768,94,50,21,87,0.988,1389.572,1.211,0.012,5,High,345.866
AODV,20,1,0,1,4,240,UDP,512,57,99,15,10,0.999,1190.712,0.458,0.001,4,High,246.59
AODV,20,5,0,1,1,207,UDP,640,78,56,22,14,1,1019.528,0.168,0,1,High,361.024
AODV,20,5,0,1,4,283,UDP,768,50,59,21,9,0,0,0,0.98,1,Low,344.006
AODV,20,10,0,1,2,211,UDP,768,78,72,16,27,0,0,0,0.974,1,Low,262.105
AODV,20,15,0,1,1,290,UDP,896,82,73,25,54,0,0,0,0.981,1,Low,409.543
AODV,20,10,0,1,1,225,UDP,768,71,86,16,11,0,0,0,0.974,1,Low,262.106
AODV,20,20,0,1,1,274,UDP,896,76,97,18,83,1,1007.493,0.215,0,1,High,295.204
AODV,20,1,0,1,1,217,UDP,640,80,71,18,62,1,1019.584,0.232,0,1,High,295.198
AODV,20,10,0,1,5,207,UDP,512,94,69,24,94,0.962,1142.387,2.258,0.038,9,High,396.286
AODV,20,20,0,1,0,268,UDP,512,89,100,23,97,0,0,0,0.988,1,Low,376.77
AODV,20,15,0,1,0,224,UDP,512,78,52,24,33,0.999,1370.719,0.586,0.001,4,High,395.378
AODV,20,1,0,1,0,262,UDP,640,84,60,16,94,0,0,0,0.978,1,Low,262.101
AODV,20,15,0,1,0,232,UDP,512,88,70,19,52,0,0,0,0.985,1,Low,311.249
AODV,20,5,0,1,1,265,UDP,640,94,60,24,84,0,0,0,0.986,1,Low,393.154
AODV,20,20,0,1,1,206,UDP,768,62,51,18,8,0,0,0,0.977,1,Low,294.869
AODV,20,10,0,1,1,245,UDP,896,53,60,19,37,0,0,0,0.975,1,Low,311.248
AODV,20,15,0,1,5,236,UDP,512,52,51,22,19,0,0,0,0.988,1,Low,360.39
AODV,20,5,0,1,2,283,UDP,512,93,59,23,68,0.988,1320.022,0.826,0.012,5,High,378.281
AODV,20,20,0,1,3,248,UDP,768,98,95,16,30,0,0,0,0.974,1,Low,262.105
AODV,20,15,0,1,2,253,UDP,896,99,70,22,23,1,1007.415,0.21,0,1,High,360.805
AODV,20,1,0,1,2,245,UDP,896,83,74,18,37,0,0,0,0.973,1,Low,294.867
AODV,20,15,0,1,4,227,UDP,512,99,60,22,84,0,0,0,0.988,1,Low,360.393
AODV,20,1,0,1,3,298,UDP,640,78,73,25,29,0,0,0,0.986,1,Low,409.536
AODV,20,20,0,1,2,258,UDP,768,70,57,16,61,0,0,0,0.974,1,Low,262.102
AODV,20,15,0,1,2,264,UDP,896,73,81,15,36,1,1007.582,0.215,0,1,High,245.968
AODV,20,15,0,1,5,263,UDP,768,99,87,18,61,1,1360.212,0.761,0,4,High,295.968
AODV,20,15,0,1,0,208,UDP,640,79,72,22,74,0.999,1019.083,0.668,0.001,4,High,362.15
AODV,20,10,0,1,3,261,UDP,640,76,84,23,81,0.988,1284.083,1.516,0.012,8,High,379.469
AODV,20,10,0,1,1,289,UDP,896,69,58,18,60,0.984,2128.615,2,0.016,6,High,296.892
AODV,20,5,0,1,4,275,UDP,640,50,92,25,59,0,0,0,0.986,1,Low,409.531
AODV,20,20,0,1,4,230,UDP,896,74,54,24,72,0,0,0,0.98,1,Low,393.154
AODV,20,15,0,1,5,208,UDP,512,73,97,19,13,0,0,0,0.985,1,Low,311.25
AODV,20,20,0,1,5,211,UDP,768,55,95,17,59,0,0,0,0.975,1,Low,278.489
AODV,20,5,0,1,4,209,UDP,768,65,63,23,66,1,1012.434,0.38,0,1,High,377.592
AODV,20,15,0,1,3,201,UDP,640,97,77,23,87,0,0,0,0.985,1,Low,376.778
AODV,20,20,0,1,1,225,UDP,512,90,55,24,32,0,0,0,0.989,1,Low,393.163
AODV,20,20,0,1,0,203,UDP,768,72,68,23,11,0.999,1166.575,0.884,0.001,4,High,379.422
AODV,20,5,0,1,3,230,UDP,896,61,87,19,39,0,0,0,0.975,1,Low,311.246
AODV,20,20,0,1,3,226,UDP,768,54,75,18,62,0,0,0,0.977,1,Low,294.866
AODV,20,10,0,1,1,243,UDP,640,66,77,23,40,0.988,2029.869,1.649,0.012,6,High,379.83
AODV,20,15,0,1,2,224,UDP,512,50,56,19,34,1,1030.194,0.201,0,1,High,311.676
AODV,20,10,0,1,5,295,UDP,768,75,63,17,21,0,0,0,0.975,1,Low,278.483
AODV,20,1,0,1,2,214,UDP,896,58,97,22,95,1,1007.406,0.404,0,1,High,361.119
AODV,20,10,0,1,4,292,UDP,896,100,90,17,39,0,0,0,0.971,1,Low,278.481
AODV,20,10,0,1,4,276,UDP,768,72,58,16,95,0,0,0,0.974,1,Low,262.103
AODV,20,1,0,1,0,201,UDP,768,97,59,23,88,0,0,0,0.982,1,Low,376.79
AODV,20,1,0,1,1,216,UDP,768,99,72,16,87,0.981,1334.214,1.776,0.019,6,High,263.651
AODV,20,1,0,1,2,255,UDP,896,72,93,25,55,0,0,0,0.981,1,Low,409.537
AODV,20,15,0,1,4,269,UDP,768,59,77,22,38,0,0,0,0.983,1,Low,360.39
AODV,20,10,0,1,4,251,UDP,768,58,77,23,83,0.989,1055.374,1.399,0.011,5,High,379.173
AODV,20,15,0,1,5,279,UDP,896,98,100,21,100,0,0,0,0.977,1,Low,344.006
AODV,20,20,0,1,2,202,UDP,512,74,83,19,59,1,1319.262,0.169,0,8,High,311.62
AODV,20,20,0,1,5,216,UDP,640,88,93,23,61,1,1019.517,0.202,0,1,High,377.483
AODV,20,1,0,1,0,268,UDP,896,50,75,19,40,1,1007.46,0.401,0,1,High,311.866
AODV,20,15,0,1,5,272,UDP,896,72,85,15,79,0.946,2217.718,3.844,0.054,8,High,248.41
AODV,20,1,0,1,1,286,UDP,512,81,79,19,34,0,0,0,0.985,1,Low,311.249
AODV,20,5,0,1,5,204,UDP,896,51,52,16,40,0.983,1414.902,1.958,0.017,6,High,263.548
AODV,20,1,0,1,5,235,UDP,768,54,89,20,67,0,0,0,0.979,1,Low,327.636
AODV,20,5,0,1,1,261,UDP,640,92,63,18,13,0,0,0,0.981,1,Low,294.865
AODV,20,5,0,1,2,247,UDP,640,72,95,16,32,1,1019.61,0.432,0,1,High,262.713
AODV,20,10,0,1,2,298,UDP,896,88,60,15,48,0,0,0,0.967,1,Low,245.719
AODV,20,5,0,1,0,253,UDP,640,99,91,21,32,0.987,2342.506,1.307,0.013,11,High,346.399
AODV,20,5,0,1,0,230,UDP,640,61,51,22,97,0,0,0,0.984,1,Low,360.391
AODV,20,20,0,1,1,230,UDP,640,89,93,16,83,1,1019.615,0.303,0,1,High,262.731
AODV,20,1,0,1,2,240,UDP,768,97,90,24,91,1,1012.422,0.426,0,1,High,393.777
AODV,20,5,0,1,3,204,UDP,768,80,76,25,3,0.988,1557.039,1.581,0.012,12,High,411.777
AODV,20,15,0,1,5,239,UDP,512,96,62,24,64,1,1030.145,0.15,0,1,High,393.762
AODV,20,5,0,1,4,300,UDP,768,87,79,19,85,0,0,0,0.978,1,Low,311.245
AODV,20,5,0,1,3,237,UDP,512,67,53,24,36,0,0,0,0.989,1,Low,393.156
AODV,20,1,0,1,2,227,UDP,768,50,93,22,79,0.999,1011.992,0.773,0.001,4,High,361.877
AODV,20,20,0,1,5,206,UDP,640,74,63,20,12,0,0,0,0.983,1,Low,327.635
AODV,20,10,0,1,1,275,UDP,512,54,57,16,66,0,0,0,0.983,1,Low,262.1
AODV,20,1,0,1,0,248,UDP,512,62,99,24,77,0,0,0,0.989,1,Low,393.152
AODV,20,15,0,1,1,232,UDP,512,73,72,22,28,0,0,0,0.988,1,Low,360.4
AODV,20,20,0,1,2,292,UDP,768,92,64,17,8,0,0,0,0.975,1,Low,278.483
AODV,20,20,0,1,3,210,UDP,640,67,98,19,61,0.889,1011.315,2.592,0.111,4,High,312.423
AODV,20,20,0,1,1,208,UDP,896,62,70,20,54,0.887,2460.685,52.447,0.113,20,High,333.74
AODV,20,15,0,1,2,200,UDP,512,93,53,23,11,0,0,0,0.988,1,Low,376.791
AODV,20,20,0,1,3,214,UDP,640,64,98,17,55,0,0,0,0.98,1,Low,278.489
AODV,20,20,0,1,2,263,UDP,768,59,80,15,34,0,0,0,0.972,1,Low,245.722
